WONum,TYPEID,woStatus,BOMITEMPART,PARTDESCRIPTION,BOMITEMDESCRIPTION,WOITEMQTY,WOITEMTOTAL,ITEMNAME,qtyOrdered,dateScheduledFulfillment,invQTY,CSTMFLD,BOMITEMID,
22-0215:035,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.6580000000000,0.658000000,Add R-TU-A500B-038-400-200-480,1,2022-07-08 08:40:41.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49152,
22-0215:036,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.1720000000000,0.172000000,Add R-TU-A500B-038-400-200-480,1,2022-07-08 08:40:41.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49155,
22-0215:060,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.6580000000000,0.658000000,Add R-TU-A500B-038-400-200-480,1,2022-07-08 08:40:41.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49224,
22-0215:061,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.1720000000000,0.172000000,Add R-TU-A500B-038-400-200-480,1,2022-07-08 08:40:41.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49227,
22-0216-1:074,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.7330000000000,0.733000000,Add R-TU-A500B-038-400-200-480,1,2022-07-06 13:56:15.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49544,
22-0216-1:075,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.1720000000000,0.172000000,Add R-TU-A500B-038-400-200-480,1,2022-07-06 13:56:15.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49547,
22-0216-1:096,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.7330000000000,0.733000000,Add R-TU-A500B-038-400-200-480,1,2022-07-06 13:56:15.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49608,
22-0216-1:097,20,Entered,R-TU-A500B-038-400-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/8"" X 4-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-038-400-200-480,0.1720000000000,0.172000000,Add R-TU-A500B-038-400-200-480,1,2022-07-06 13:56:15.0,14.186000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49611,
22-0216-1:067,20,Entered,R-TU-A500B-019-300-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/16"" X 3-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-019-300-200-480,0.0760000000000,0.076000000,Add R-TU-A500B-019-300-200-480,1,2022-07-06 13:56:15.0,2.392000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49523,
22-0216-1:089,20,Entered,R-TU-A500B-019-300-200-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 3/16"" X 3-0"" X 2-0"", 480-0"" Long",Add R-TU-A500B-019-300-200-480,0.0760000000000,0.076000000,Add R-TU-A500B-019-300-200-480,1,2022-07-06 13:56:15.0,2.392000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49587,
22-0216-1:028,20,Entered,R-SP-GR50-063-60X120,"Steel, Smooth Plate, A572 GR50, 5/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-063-60X120,0.0080000000000,0.008000000,Add R-SP-GR50-063-60X120,1,2022-07-06 13:56:15.0,2.512000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49401,
22-0216-1:047,20,Entered,R-SP-GR50-063-60X120,"Steel, Smooth Plate, A572 GR50, 5/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-063-60X120,0.0080000000000,0.008000000,Add R-SP-GR50-063-60X120,1,2022-07-06 13:56:15.0,2.512000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49461,
22-0216-1:111,20,Entered,R-SP-GR50-038-60X120,"Steel, Smooth Plate, A572 GR50, 3/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-038-60X120,0.0880000000000,0.088000000,Add R-SP-GR50-038-60X120,1,2022-07-06 13:56:15.0,26.743000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49652,
22-0216-1:038,20,Entered,R-SP-GR50-025-60X120,"Steel, Smooth Plate, A572 GR50, 1/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-025-60X120,0.0300000000000,0.060000000,Add R-SP-GR50-025-60X120,2,2022-07-06 13:56:15.0,5.099000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49427,
22-0216-1:057,20,Entered,R-SP-GR50-025-60X120,"Steel, Smooth Plate, A572 GR50, 1/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-025-60X120,0.0300000000000,0.060000000,Add R-SP-GR50-025-60X120,2,2022-07-06 13:56:15.0,5.099000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49487,
22-0215:031,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49140,
22-0215:032,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3550000000000,0.355000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49143,
22-0215:033,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49146,
22-0215:034,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3850000000000,0.385000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49149,
22-0215:059,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49221,
22-0215:073,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3550000000000,0.355000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49263,
22-0215:074,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49266,
22-0215:075,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3850000000000,0.385000000,Add R-SP-GR50-019-60X120,1,2022-07-08 08:40:41.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49269,
22-0216-1:070,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49532,
22-0216-1:071,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49535,
22-0216-1:072,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49538,
22-0216-1:073,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3850000000000,0.385000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49541,
22-0216-1:092,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49596,
22-0216-1:093,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49599,
22-0216-1:094,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.5060000000000,0.506000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49602,
22-0216-1:095,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.3850000000000,0.385000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49605,
22-0216-1:112,20,Entered,R-SP-GR50-019-60X120,"Steel, Smooth Plate, A572 GR50, 3/16"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-GR50-019-60X120,0.1150000000000,0.115000000,Add R-SP-GR50-019-60X120,1,2022-07-06 13:56:15.0,44.651000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49655,
22-0215:040,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0080000000000,0.016000000,Add R-SP-A36-075-60X120,2,2022-07-08 08:40:41.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49167,
22-0215:045,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0040000000000,0.004000000,Add R-SP-A36-075-60X120,1,2022-07-08 08:40:41.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49182,
22-0215:065,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0080000000000,0.016000000,Add R-SP-A36-075-60X120,2,2022-07-08 08:40:41.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49239,
22-0215:070,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0040000000000,0.004000000,Add R-SP-A36-075-60X120,1,2022-07-08 08:40:41.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49254,
22-0216-1:079,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0080000000000,0.016000000,Add R-SP-A36-075-60X120,2,2022-07-06 13:56:15.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49559,
22-0216-1:084,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0040000000000,0.004000000,Add R-SP-A36-075-60X120,1,2022-07-06 13:56:15.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49574,
22-0216-1:101,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0080000000000,0.016000000,Add R-SP-A36-075-60X120,2,2022-07-06 13:56:15.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49623,
22-0216-1:106,20,Entered,R-SP-A36-075-60X120,"Steel, Smooth Plate, A36, 3/4"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-075-60X120,0.0040000000000,0.004000000,Add R-SP-A36-075-60X120,1,2022-07-06 13:56:15.0,2.280000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49638,
22-0215:023,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0160000000000,0.064000000,Add R-SP-A36-050-60X120,4,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49117,
22-0215:029,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0220000000000,0.044000000,Add R-SP-A36-050-60X120,2,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49135,
22-0215:037,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49158,
22-0215:038,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49161,
22-0215:052,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0030000000000,0.006000000,Add R-SP-A36-050-60X120,2,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49201,
22-0215:056,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0400000000000,0.160000000,Add R-SP-A36-050-60X120,4,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49212,
22-0215:062,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49230,
22-0215:063,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-08 08:40:41.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49233,
22-0216-1:017,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0080000000000,0.016000000,Add R-SP-A36-050-60X120,2,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49370,
22-0216-1:021,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0080000000000,0.016000000,Add R-SP-A36-050-60X120,2,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49382,
22-0216-1:039,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0050000000000,0.010000000,Add R-SP-A36-050-60X120,2,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49430,
22-0216-1:058,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0050000000000,0.010000000,Add R-SP-A36-050-60X120,2,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49490,
22-0216-1:076,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0060000000000,0.006000000,Add R-SP-A36-050-60X120,1,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49550,
22-0216-1:077,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49553,
22-0216-1:098,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0060000000000,0.006000000,Add R-SP-A36-050-60X120,1,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49614,
22-0216-1:099,20,Entered,R-SP-A36-050-60X120,"Steel, Smooth Plate, A36, 1/2"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-050-60X120,0.0070000000000,0.007000000,Add R-SP-A36-050-60X120,1,2022-07-06 13:56:15.0,3.418000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49617,
22-0215:024,20,Entered,R-SP-A36-038-60X120,"Steel, Smooth Plate, A36, 3/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-038-60X120,0.1950000000000,0.195000000,Add R-SP-A36-038-60X120,1,2022-07-08 08:40:41.0,1.288000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49120,
22-0215:053,20,Entered,R-SP-A36-038-60X120,"Steel, Smooth Plate, A36, 3/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-038-60X120,0.0170000000000,0.034000000,Add R-SP-A36-038-60X120,2,2022-07-08 08:40:41.0,1.288000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49204,
22-0215:057,20,Entered,R-SP-A36-038-60X120,"Steel, Smooth Plate, A36, 3/8"" Thick, 60-0"" Wide, 120-0"" Long",Add R-SP-A36-038-60X120,0.0170000000000,0.034000000,Add R-SP-A36-038-60X120,2,2022-07-08 08:40:41.0,1.288000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49215,
